language,rule,path,operation,name,value
cpp,preproc_binary_expression,$.members[16].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[16].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[16].content.members[1].content,STRING,,"""<<"""
cpp,preproc_binary_expression,$.members[16].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[16].content.members[2].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[17],PREC_LEFT,,9
cpp,preproc_binary_expression,$.members[17].content,SEQ,,
cpp,preproc_binary_expression,$.members[17].content.members[0],FIELD,left,
cpp,preproc_binary_expression,$.members[17].content.members[0].content,SYMBOL,_preproc_expression,
cpp,preproc_binary_expression,$.members[17].content.members[1],FIELD,operator,
cpp,preproc_binary_expression,$.members[17].content.members[1].content,STRING,,""">>"""
cpp,preproc_binary_expression,$.members[17].content.members[2],FIELD,right,
cpp,preproc_binary_expression,$.members[17].content.members[2].content,SYMBOL,_preproc_expression,
cpp,function_definition,$,SEQ,,
cpp,function_definition,$.members[0],CHOICE,,
cpp,function_definition,$.members[0].members[0],SYMBOL,ms_call_modifier,
cpp,function_definition,$.members[0].members[1],BLANK,,
cpp,function_definition,$.members[1],SYMBOL,_declaration_specifiers,
cpp,function_definition,$.members[2],CHOICE,,
cpp,function_definition,$.members[2].members[0],SYMBOL,ms_call_modifier,
cpp,function_definition,$.members[2].members[1],BLANK,,
cpp,function_definition,$.members[3],FIELD,declarator,
cpp,function_definition,$.members[3].content,SYMBOL,_declarator,
cpp,function_definition,$.members[4],FIELD,body,
cpp,function_definition,$.members[4].content,CHOICE,,
cpp,function_definition,$.members[4].content.members[0],SYMBOL,compound_statement,
cpp,function_definition,$.members[4].content.members[1],SYMBOL,try_statement,
cpp,_old_style_function_definition,$,SEQ,,
cpp,_old_style_function_definition,$.members[0],CHOICE,,
cpp,_old_style_function_definition,$.members[0].members[0],SYMBOL,ms_call_modifier,
cpp,_old_style_function_definition,$.members[0].members[1],BLANK,,
cpp,_old_style_function_definition,$.members[1],SYMBOL,_declaration_specifiers,
cpp,_old_style_function_definition,$.members[2],FIELD,declarator,
cpp,_old_style_function_definition,$.members[2].content,ALIAS,,"""function_declarator"""
cpp,_old_style_function_definition,$.members[2].content.content,SYMBOL,_old_style_function_declarator,
cpp,_old_style_function_definition,$.members[3],REPEAT1,,
cpp,_old_style_function_definition,$.members[3].content,SYMBOL,declaration,
cpp,_old_style_function_definition,$.members[4],FIELD,body,
cpp,_old_style_function_definition,$.members[4].content,SYMBOL,compound_statement,
cpp,declaration,$,SEQ,,
cpp,declaration,$.members[0],SYMBOL,_declaration_specifiers,
cpp,declaration,$.members[1],SEQ,,
cpp,declaration,$.members[1].members[0],FIELD,declarator,
cpp,declaration,$.members[1].members[0].content,CHOICE,,
cpp,declaration,$.members[1].members[0].content.members[0],SEQ,,
cpp,declaration,$.members[1].members[0].content.members[0].members[0],CHOICE,,
cpp,declaration,$.members[1].members[0].content.members[0].members[0].members[0],SYMBOL,ms_call_modifier,
cpp,declaration,$.members[1].members[0].content.members[0].members[0].members[1],BLANK,,
cpp,declaration,$.members[1].members[0].content.members[0].members[1],SYMBOL,_declarator,
cpp,declaration,$.members[1].members[0].content.members[0].members[2],CHOICE,,
cpp,declaration,$.members[1].members[0].content.members[0].members[2].members[0],SYMBOL,gnu_asm_expression,
cpp,declaration,$.members[1].members[0].content.members[0].members[2].members[1],BLANK,,
cpp,declaration,$.members[1].members[0].content.members[1],SYMBOL,init_declarator,
cpp,declaration,$.members[1].members[1],REPEAT,,
cpp,declaration,$.members[1].members[1].content,SEQ,,
cpp,declaration,$.members[1].members[1].content.members[0],STRING,,""","""
cpp,declaration,$.members[1].members[1].content.members[1],FIELD,declarator,
cpp,declaration,$.members[1].members[1].content.members[1].content,CHOICE,,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0],SEQ,,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[0],CHOICE,,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[0].members[0],SYMBOL,ms_call_modifier,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[0].members[1],BLANK,,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[1],SYMBOL,_declarator,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[2],CHOICE,,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[2].members[0],SYMBOL,gnu_asm_expression,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[0].members[2].members[1],BLANK,,
cpp,declaration,$.members[1].members[1].content.members[1].content.members[1],SYMBOL,init_declarator,
cpp,declaration,$.members[2],STRING,,""";"""
cpp,type_definition,$,SEQ,,
cpp,type_definition,$.members[0],CHOICE,,
cpp,type_definition,$.members[0].members[0],STRING,,"""__extension__"""
cpp,type_definition,$.members[0].members[1],BLANK,,
cpp,type_definition,$.members[1],STRING,,"""typedef"""
cpp,type_definition,$.members[2],SYMBOL,_type_definition_type,
cpp,type_definition,$.members[3],SYMBOL,_type_definition_declarators,
cpp,type_definition,$.members[4],REPEAT,,
cpp,type_definition,$.members[4].content,SYMBOL,attribute_specifier,
cpp,type_definition,$.members[5],STRING,,""";"""
cpp,_type_definition_type,$,SEQ,,
cpp,_type_definition_type,$.members[0],REPEAT,,
cpp,_type_definition_type,$.members[0].content,SYMBOL,type_qualifier,
cpp,_type_definition_type,$.members[1],FIELD,type,
cpp,_type_definition_type,$.members[1].content,SYMBOL,type_specifier,
cpp,_type_definition_type,$.members[2],REPEAT,,
cpp,_type_definition_type,$.members[2].content,SYMBOL,type_qualifier,
cpp,_type_definition_declarators,$,SEQ,,
cpp,_type_definition_declarators,$.members[0],FIELD,declarator,
cpp,_type_definition_declarators,$.members[0].content,SYMBOL,_type_declarator,
cpp,_type_definition_declarators,$.members[1],REPEAT,,
cpp,_type_definition_declarators,$.members[1].content,SEQ,,
cpp,_type_definition_declarators,$.members[1].content.members[0],STRING,,""","""
cpp,_type_definition_declarators,$.members[1].content.members[1],FIELD,declarator,
cpp,_type_definition_declarators,$.members[1].content.members[1].content,SYMBOL,_type_declarator,
cpp,_declaration_modifiers,$,CHOICE,,
cpp,_declaration_modifiers,$.members[0],CHOICE,,
cpp,_declaration_modifiers,$.members[0].members[0],SYMBOL,storage_class_specifier,
cpp,_declaration_modifiers,$.members[0].members[1],SYMBOL,type_qualifier,
cpp,_declaration_modifiers,$.members[0].members[2],SYMBOL,attribute_specifier,
cpp,_declaration_modifiers,$.members[0].members[3],SYMBOL,attribute_declaration,
cpp,_declaration_modifiers,$.members[0].members[4],SYMBOL,ms_declspec_modifier,
cpp,_declaration_modifiers,$.members[1],STRING,,"""virtual"""
cpp,_declaration_specifiers,$,PREC_RIGHT,,0
cpp,_declaration_specifiers,$.content,SEQ,,
cpp,_declaration_specifiers,$.content.members[0],REPEAT,,
cpp,_declaration_specifiers,$.content.members[0].content,SYMBOL,_declaration_modifiers,
cpp,_declaration_specifiers,$.content.members[1],FIELD,type,
cpp,_declaration_specifiers,$.content.members[1].content,SYMBOL,type_specifier,
cpp,_declaration_specifiers,$.content.members[2],REPEAT,,
cpp,_declaration_specifiers,$.content.members[2].content,SYMBOL,_declaration_modifiers,
cpp,linkage_specification,$,SEQ,,
cpp,linkage_specification,$.members[0],STRING,,"""extern"""
cpp,linkage_specification,$.members[1],FIELD,value,
cpp,linkage_specification,$.members[1].content,SYMBOL,string_literal,
cpp,linkage_specification,$.members[2],FIELD,body,
cpp,linkage_specification,$.members[2].content,CHOICE,,
cpp,linkage_specification,$.members[2].content.members[0],SYMBOL,function_definition,
cpp,linkage_specification,$.members[2].content.members[1],SYMBOL,declaration,
cpp,linkage_specification,$.members[2].content.members[2],SYMBOL,declaration_list,
cpp,attribute_specifier,$,SEQ,,
cpp,attribute_specifier,$.members[0],CHOICE,,
cpp,attribute_specifier,$.members[0].members[0],STRING,,"""__attribute__"""
cpp,attribute_specifier,$.members[0].members[1],STRING,,"""__attribute"""
cpp,attribute_specifier,$.members[1],STRING,,"""("""
cpp,attribute_specifier,$.members[2],SYMBOL,argument_list,
cpp,attribute_specifier,$.members[3],STRING,,""")"""
cpp,attribute,$,SEQ,,
cpp,attribute,$.members[0],CHOICE,,
cpp,attribute,$.members[0].members[0],SEQ,,
cpp,attribute,$.members[0].members[0].members[0],STRING,,"""using"""
cpp,attribute,$.members[0].members[0].members[1],FIELD,namespace,
cpp,attribute,$.members[0].members[0].members[1].content,SYMBOL,identifier,
cpp,attribute,$.members[0].members[0].members[2],STRING,,""":"""
cpp,attribute,$.members[0].members[1],BLANK,,
cpp,attribute,$.members[1],CHOICE,,
cpp,attribute,$.members[1].members[0],SEQ,,
cpp,attribute,$.members[1].members[0].members[0],FIELD,prefix,
cpp,attribute,$.members[1].members[0].members[0].content,SYMBOL,identifier,
cpp,attribute,$.members[1].members[0].members[1],STRING,,"""::"""
cpp,attribute,$.members[1].members[1],BLANK,,
cpp,attribute,$.members[2],FIELD,name,
cpp,attribute,$.members[2].content,SYMBOL,identifier,
cpp,attribute,$.members[3],CHOICE,,
cpp,attribute,$.members[3].members[0],SYMBOL,argument_list,
cpp,attribute,$.members[3].members[1],BLANK,,
cpp,attribute_declaration,$,CHOICE,,
cpp,attribute_declaration,$.members[0],SEQ,,
cpp,attribute_declaration,$.members[0].members[0],STRING,,"""[["""
cpp,attribute_declaration,$.members[0].members[1],SEQ,,
cpp,attribute_declaration,$.members[0].members[1].members[0],SYMBOL,attribute,
cpp,attribute_declaration,$.members[0].members[1].members[1],REPEAT,,
cpp,attribute_declaration,$.members[0].members[1].members[1].content,SEQ,,
cpp,attribute_declaration,$.members[0].members[1].members[1].content.members[0],STRING,,""","""
cpp,attribute_declaration,$.members[0].members[1].members[1].content.members[1],SYMBOL,attribute,
cpp,attribute_declaration,$.members[0].members[2],STRING,,"""]]"""
cpp,attribute_declaration,$.members[1],SEQ,,
cpp,attribute_declaration,$.members[1].members[0],STRING,,"""[["""
cpp,attribute_declaration,$.members[1].members[1],SEQ,,
cpp,attribute_declaration,$.members[1].members[1].members[0],SYMBOL,annotation,
cpp,attribute_declaration,$.members[1].members[1].members[1],REPEAT,,
cpp,attribute_declaration,$.members[1].members[1].members[1].content,SEQ,,
cpp,attribute_declaration,$.members[1].members[1].members[1].content.members[0],STRING,,""","""
cpp,attribute_declaration,$.members[1].members[1].members[1].content.members[1],SYMBOL,annotation,
cpp,attribute_declaration,$.members[1].members[2],STRING,,"""]]"""
cpp,ms_declspec_modifier,$,SEQ,,
cpp,ms_declspec_modifier,$.members[0],STRING,,"""__declspec"""
cpp,ms_declspec_modifier,$.members[1],STRING,,"""("""
cpp,ms_declspec_modifier,$.members[2],SYMBOL,identifier,
cpp,ms_declspec_modifier,$.members[3],STRING,,""")"""
cpp,ms_based_modifier,$,SEQ,,
cpp,ms_based_modifier,$.members[0],STRING,,"""__based"""
cpp,ms_based_modifier,$.members[1],SYMBOL,argument_list,
cpp,ms_call_modifier,$,CHOICE,,
cpp,ms_call_modifier,$.members[0],STRING,,"""__cdecl"""
cpp,ms_call_modifier,$.members[1],STRING,,"""__clrcall"""
cpp,ms_call_modifier,$.members[2],STRING,,"""__stdcall"""
cpp,ms_call_modifier,$.members[3],STRING,,"""__fastcall"""
cpp,ms_call_modifier,$.members[4],STRING,,"""__thiscall"""
cpp,ms_call_modifier,$.members[5],STRING,,"""__vectorcall"""
cpp,ms_restrict_modifier,$,STRING,,"""__restrict"""
cpp,ms_unsigned_ptr_modifier,$,STRING,,"""__uptr"""
cpp,ms_signed_ptr_modifier,$,STRING,,"""__sptr"""
cpp,ms_unaligned_ptr_modifier,$,CHOICE,,
cpp,ms_unaligned_ptr_modifier,$.members[0],STRING,,"""_unaligned"""
cpp,ms_unaligned_ptr_modifier,$.members[1],STRING,,"""__unaligned"""
cpp,ms_pointer_modifier,$,CHOICE,,
cpp,ms_pointer_modifier,$.members[0],SYMBOL,ms_unaligned_ptr_modifier,
cpp,ms_pointer_modifier,$.members[1],SYMBOL,ms_restrict_modifier,
cpp,ms_pointer_modifier,$.members[2],SYMBOL,ms_unsigned_ptr_modifier,
cpp,ms_pointer_modifier,$.members[3],SYMBOL,ms_signed_ptr_modifier,
cpp,declaration_list,$,SEQ,,
cpp,declaration_list,$.members[0],STRING,,"""{"""
cpp,declaration_list,$.members[1],REPEAT,,
cpp,declaration_list,$.members[1].content,SYMBOL,_block_item,
cpp,declaration_list,$.members[2],STRING,,"""}"""
cpp,_declarator,$,CHOICE,,
cpp,_declarator,$.members[0],CHOICE,,
cpp,_declarator,$.members[0].members[0],SYMBOL,attributed_declarator,
cpp,_declarator,$.members[0].members[1],SYMBOL,pointer_declarator,
cpp,_declarator,$.members[0].members[2],SYMBOL,function_declarator,
cpp,_declarator,$.members[0].members[3],SYMBOL,array_declarator,
cpp,_declarator,$.members[0].members[4],SYMBOL,parenthesized_declarator,
cpp,_declarator,$.members[0].members[5],SYMBOL,identifier,
cpp,_declarator,$.members[1],SYMBOL,reference_declarator,
cpp,_declarator,$.members[2],SYMBOL,qualified_identifier,
cpp,_declarator,$.members[3],SYMBOL,template_function,
cpp,_declarator,$.members[4],SYMBOL,operator_name,
cpp,_declarator,$.members[5],SYMBOL,destructor_name,
cpp,_declarator,$.members[6],SYMBOL,structured_binding_declarator,
cpp,_declaration_declarator,$,CHOICE,,
cpp,_declaration_declarator,$.members[0],SYMBOL,attributed_declarator,
cpp,_declaration_declarator,$.members[1],SYMBOL,pointer_declarator,
cpp,_declaration_declarator,$.members[2],ALIAS,,"""function_declarator"""
cpp,_declaration_declarator,$.members[2].content,SYMBOL,_function_declaration_declarator,
cpp,_declaration_declarator,$.members[3],SYMBOL,array_declarator,
cpp,_declaration_declarator,$.members[4],SYMBOL,parenthesized_declarator,
cpp,_declaration_declarator,$.members[5],SYMBOL,identifier,
cpp,_field_declarator,$,CHOICE,,
cpp,_field_declarator,$.members[0],CHOICE,,
cpp,_field_declarator,$.members[0].members[0],ALIAS,,"""attributed_declarator"""
cpp,_field_declarator,$.members[0].members[0].content,SYMBOL,attributed_field_declarator,
cpp,_field_declarator,$.members[0].members[1],ALIAS,,"""pointer_declarator"""
cpp,_field_declarator,$.members[0].members[1].content,SYMBOL,pointer_field_declarator,
cpp,_field_declarator,$.members[0].members[2],ALIAS,,"""function_declarator"""
cpp,_field_declarator,$.members[0].members[2].content,SYMBOL,function_field_declarator,
cpp,_field_declarator,$.members[0].members[3],ALIAS,,"""array_declarator"""
cpp,_field_declarator,$.members[0].members[3].content,SYMBOL,array_field_declarator,
cpp,_field_declarator,$.members[0].members[4],ALIAS,,"""parenthesized_declarator"""
cpp,_field_declarator,$.members[0].members[4].content,SYMBOL,parenthesized_field_declarator,
cpp,_field_declarator,$.members[0].members[5],SYMBOL,_field_identifier,
cpp,_field_declarator,$.members[1],ALIAS,,"""reference_declarator"""
cpp,_field_declarator,$.members[1].content,SYMBOL,reference_field_declarator,
cpp,_field_declarator,$.members[2],SYMBOL,template_method,
cpp,_field_declarator,$.members[3],SYMBOL,operator_name,
cpp,_type_declarator,$,CHOICE,,
cpp,_type_declarator,$.members[0],CHOICE,,
cpp,_type_declarator,$.members[0].members[0],ALIAS,,"""attributed_declarator"""
cpp,_type_declarator,$.members[0].members[0].content,SYMBOL,attributed_type_declarator,
cpp,_type_declarator,$.members[0].members[1],ALIAS,,"""pointer_declarator"""
cpp,_type_declarator,$.members[0].members[1].content,SYMBOL,pointer_type_declarator,
cpp,_type_declarator,$.members[0].members[2],ALIAS,,"""function_declarator"""
cpp,_type_declarator,$.members[0].members[2].content,SYMBOL,function_type_declarator,
cpp,_type_declarator,$.members[0].members[3],ALIAS,,"""array_declarator"""
cpp,_type_declarator,$.members[0].members[3].content,SYMBOL,array_type_declarator,
cpp,_type_declarator,$.members[0].members[4],ALIAS,,"""parenthesized_declarator"""
cpp,_type_declarator,$.members[0].members[4].content,SYMBOL,parenthesized_type_declarator,
cpp,_type_declarator,$.members[0].members[5],SYMBOL,_type_identifier,
cpp,_type_declarator,$.members[0].members[6],ALIAS,,"""primitive_type"""
cpp,_type_declarator,$.members[0].members[6].content,CHOICE,,
cpp,_type_declarator,$.members[0].members[6].content.members[0],STRING,,"""signed"""
cpp,_type_declarator,$.members[0].members[6].content.members[1],STRING,,"""unsigned"""
cpp,_type_declarator,$.members[0].members[6].content.members[2],STRING,,"""long"""
cpp,_type_declarator,$.members[0].members[6].content.members[3],STRING,,"""short"""
cpp,_type_declarator,$.members[0].members[7],SYMBOL,primitive_type,
cpp,_type_declarator,$.members[1],ALIAS,,"""reference_declarator"""
cpp,_type_declarator,$.members[1].content,SYMBOL,reference_type_declarator,
cpp,_abstract_declarator,$,CHOICE,,
cpp,_abstract_declarator,$.members[0],CHOICE,,
