language,repository,rule,path,parent_path,depth,member_index,op_type,name,value,named,payload_json
r,r-lib/tree-sitter-r,repeat_statement,$.content.members[1],$.content,2,1,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}}"
r,r-lib/tree-sitter-r,repeat_statement,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,_newline,,,"{""type"":""SYMBOL"",""name"":""_newline""}"
r,r-lib/tree-sitter-r,repeat_statement,$.content.members[2],$.content,2,2,FIELD,body,,,"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
r,r-lib/tree-sitter-r,repeat_statement,$.content.members[2].content,$.content.members[2],3,content,SYMBOL,_expression,,,"{""type"":""SYMBOL"",""name"":""_expression""}"
r,r-lib/tree-sitter-r,braced_expression,$,,0,,PREC,,0,,"{""type"":""PREC"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_brace""}},{""type"":""REPEAT"",""content"":{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""_semicolon""},{""type"":""SYMBOL"",""name"":""_newline""}]}}},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_brace""}}]}}"
r,r-lib/tree-sitter-r,braced_expression,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_brace""}},{""type"":""REPEAT"",""content"":{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""_semicolon""},{""type"":""SYMBOL"",""name"":""_newline""}]}}},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_brace""}}]}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[0],$.content,2,0,FIELD,open,,,"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_brace""}}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[0].content,$.content.members[0],3,content,SYMBOL,_open_brace,,,"{""type"":""SYMBOL"",""name"":""_open_brace""}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[1],$.content,2,1,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""_semicolon""},{""type"":""SYMBOL"",""name"":""_newline""}]}}}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[1].content,$.content.members[1],3,content,FIELD,body,,,"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""_semicolon""},{""type"":""SYMBOL"",""name"":""_newline""}]}}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[1].content.content,$.content.members[1].content,4,content,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""SYMBOL"",""name"":""_semicolon""},{""type"":""SYMBOL"",""name"":""_newline""}]}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[1].content.content.members[0],$.content.members[1].content.content,5,0,SYMBOL,_expression,,,"{""type"":""SYMBOL"",""name"":""_expression""}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[1].content.content.members[1],$.content.members[1].content.content,5,1,SYMBOL,_semicolon,,,"{""type"":""SYMBOL"",""name"":""_semicolon""}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[1].content.content.members[2],$.content.members[1].content.content,5,2,SYMBOL,_newline,,,"{""type"":""SYMBOL"",""name"":""_newline""}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[2],$.content,2,2,FIELD,close,,,"{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_brace""}}"
r,r-lib/tree-sitter-r,braced_expression,$.content.members[2].content,$.content.members[2],3,content,SYMBOL,_close_brace,,,"{""type"":""SYMBOL"",""name"":""_close_brace""}"
r,r-lib/tree-sitter-r,parenthesized_expression,$,,0,,PREC,,0,,"{""type"":""PREC"",""value"":0,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_parenthesis""}},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_parenthesis""}}]}}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_parenthesis""}},{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_parenthesis""}}]}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content.members[0],$.content,2,0,FIELD,open,,,"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_parenthesis""}}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content.members[0].content,$.content.members[0],3,content,SYMBOL,_open_parenthesis,,,"{""type"":""SYMBOL"",""name"":""_open_parenthesis""}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content.members[1],$.content,2,1,FIELD,body,,,"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content.members[1].content,$.content.members[1],3,content,SYMBOL,_expression,,,"{""type"":""SYMBOL"",""name"":""_expression""}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content.members[2],$.content,2,2,FIELD,close,,,"{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_parenthesis""}}"
r,r-lib/tree-sitter-r,parenthesized_expression,$.content.members[2].content,$.content.members[2],3,content,SYMBOL,_close_parenthesis,,,"{""type"":""SYMBOL"",""name"":""_close_parenthesis""}"
r,r-lib/tree-sitter-r,call,$,,0,,PREC_RIGHT,,20,,"{""type"":""PREC_RIGHT"",""value"":20,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""call_arguments""},""named"":true,""value"":""arguments""}}]}}"
r,r-lib/tree-sitter-r,call,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""call_arguments""},""named"":true,""value"":""arguments""}}]}"
r,r-lib/tree-sitter-r,call,$.content.members[0],$.content,2,0,FIELD,function,,,"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
r,r-lib/tree-sitter-r,call,$.content.members[0].content,$.content.members[0],3,content,SYMBOL,_expression,,,"{""type"":""SYMBOL"",""name"":""_expression""}"
r,r-lib/tree-sitter-r,call,$.content.members[1],$.content,2,1,FIELD,arguments,,,"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""call_arguments""},""named"":true,""value"":""arguments""}}"
r,r-lib/tree-sitter-r,call,$.content.members[1].content,$.content.members[1],3,content,ALIAS,,"""arguments""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""call_arguments""},""named"":true,""value"":""arguments""}"
r,r-lib/tree-sitter-r,call,$.content.members[1].content.content,$.content.members[1].content,4,content,SYMBOL,call_arguments,,,"{""type"":""SYMBOL"",""name"":""call_arguments""}"
r,r-lib/tree-sitter-r,subset,$,,0,,PREC_RIGHT,,20,,"{""type"":""PREC_RIGHT"",""value"":20,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset_arguments""},""named"":true,""value"":""arguments""}}]}}"
r,r-lib/tree-sitter-r,subset,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset_arguments""},""named"":true,""value"":""arguments""}}]}"
r,r-lib/tree-sitter-r,subset,$.content.members[0],$.content,2,0,FIELD,function,,,"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
r,r-lib/tree-sitter-r,subset,$.content.members[0].content,$.content.members[0],3,content,SYMBOL,_expression,,,"{""type"":""SYMBOL"",""name"":""_expression""}"
r,r-lib/tree-sitter-r,subset,$.content.members[1],$.content,2,1,FIELD,arguments,,,"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset_arguments""},""named"":true,""value"":""arguments""}}"
r,r-lib/tree-sitter-r,subset,$.content.members[1].content,$.content.members[1],3,content,ALIAS,,"""arguments""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset_arguments""},""named"":true,""value"":""arguments""}"
r,r-lib/tree-sitter-r,subset,$.content.members[1].content.content,$.content.members[1].content,4,content,SYMBOL,subset_arguments,,,"{""type"":""SYMBOL"",""name"":""subset_arguments""}"
r,r-lib/tree-sitter-r,subset2,$,,0,,PREC_RIGHT,,20,,"{""type"":""PREC_RIGHT"",""value"":20,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset2_arguments""},""named"":true,""value"":""arguments""}}]}}"
r,r-lib/tree-sitter-r,subset2,$.content,$,1,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset2_arguments""},""named"":true,""value"":""arguments""}}]}"
r,r-lib/tree-sitter-r,subset2,$.content.members[0],$.content,2,0,FIELD,function,,,"{""type"":""FIELD"",""name"":""function"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
r,r-lib/tree-sitter-r,subset2,$.content.members[0].content,$.content.members[0],3,content,SYMBOL,_expression,,,"{""type"":""SYMBOL"",""name"":""_expression""}"
r,r-lib/tree-sitter-r,subset2,$.content.members[1],$.content,2,1,FIELD,arguments,,,"{""type"":""FIELD"",""name"":""arguments"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset2_arguments""},""named"":true,""value"":""arguments""}}"
r,r-lib/tree-sitter-r,subset2,$.content.members[1].content,$.content.members[1],3,content,ALIAS,,"""arguments""",True,"{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""subset2_arguments""},""named"":true,""value"":""arguments""}"
r,r-lib/tree-sitter-r,subset2,$.content.members[1].content.content,$.content.members[1].content,4,content,SYMBOL,subset2_arguments,,,"{""type"":""SYMBOL"",""name"":""subset2_arguments""}"
r,r-lib/tree-sitter-r,call_arguments,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_parenthesis""}},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}}]},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_parenthesis""}}]}"
r,r-lib/tree-sitter-r,call_arguments,$.members[0],$,1,0,FIELD,open,,,"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_parenthesis""}}"
r,r-lib/tree-sitter-r,call_arguments,$.members[0].content,$.members[0],2,content,SYMBOL,_open_parenthesis,,,"{""type"":""SYMBOL"",""name"":""_open_parenthesis""}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1],$,1,1,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}}]}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[0],$.members[1],2,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[0].members[0],$.members[1].members[0],3,0,FIELD,argument,,,"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[0].members[0].content,$.members[1].members[0].members[0],4,content,SYMBOL,argument,,,"{""type"":""SYMBOL"",""name"":""argument""}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[0].members[1],$.members[1].members[0],3,1,BLANK,,,,"{""type"":""BLANK""}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1],$.members[1],2,1,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1].content,$.members[1].members[1],3,content,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1].content.members[0],$.members[1].members[1].content,4,0,SYMBOL,comma,,,"{""type"":""SYMBOL"",""name"":""comma""}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1].content.members[1],$.members[1].members[1].content,4,1,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1].content.members[1].members[0],$.members[1].members[1].content.members[1],5,0,FIELD,argument,,,"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1].content.members[1].members[0].content,$.members[1].members[1].content.members[1].members[0],6,content,SYMBOL,argument,,,"{""type"":""SYMBOL"",""name"":""argument""}"
r,r-lib/tree-sitter-r,call_arguments,$.members[1].members[1].content.members[1].members[1],$.members[1].members[1].content.members[1],5,1,BLANK,,,,"{""type"":""BLANK""}"
r,r-lib/tree-sitter-r,call_arguments,$.members[2],$,1,2,FIELD,close,,,"{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_parenthesis""}}"
r,r-lib/tree-sitter-r,call_arguments,$.members[2].content,$.members[2],2,content,SYMBOL,_close_parenthesis,,,"{""type"":""SYMBOL"",""name"":""_close_parenthesis""}"
r,r-lib/tree-sitter-r,subset_arguments,$,,0,,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_bracket""}},{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}}]},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""SYMBOL"",""name"":""_close_bracket""}}]}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[0],$,1,0,FIELD,open,,,"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""SYMBOL"",""name"":""_open_bracket""}}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[0].content,$.members[0],2,content,SYMBOL,_open_bracket,,,"{""type"":""SYMBOL"",""name"":""_open_bracket""}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[1],$,1,1,SEQ,,,,"{""type"":""SEQ"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}}]}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[1].members[0],$.members[1],2,0,CHOICE,,,,"{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[1].members[0].members[0],$.members[1].members[0],3,0,FIELD,argument,,,"{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[1].members[0].members[0].content,$.members[1].members[0].members[0],4,content,SYMBOL,argument,,,"{""type"":""SYMBOL"",""name"":""argument""}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[1].members[0].members[1],$.members[1].members[0],3,1,BLANK,,,,"{""type"":""BLANK""}"
r,r-lib/tree-sitter-r,subset_arguments,$.members[1].members[1],$.members[1],2,1,REPEAT,,,,"{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""comma""},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""argument"",""content"":{""type"":""SYMBOL"",""name"":""argument""}},{""type"":""BLANK""}]}]}}"
